artist,attack,cardClass,collectible,cost,dbfId,flavor,health,id,name,playerClass,rarity,referencedTags/0,set,text,type,mechanics/0,howToEarnGolden,race,howToEarn,playRequirements/REQ_MINION_TARGET,playRequirements/REQ_TARGET_MIN_ATTACK,playRequirements/REQ_TARGET_TO_PLAY,mechanics/1,targetingArrowText,playRequirements/REQ_ENEMY_TARGET,playRequirements/REQ_NUM_MINION_SLOTS,playRequirements/REQ_TARGET_MAX_ATTACK,elite,faction,playRequirements/REQ_FRIENDLY_TARGET,playRequirements/REQ_NONSELF_TARGET,playRequirements/REQ_TARGET_IF_AVAILABLE,playRequirements/REQ_TARGET_WITH_DEATHRATTLE,playRequirements/REQ_TARGET_WITH_RACE,durability,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,overload,playRequirements/REQ_MINIMUM_ENEMY_MINIONS,entourage/0,entourage/1,entourage/2,entourage/3,entourage/4,entourage/5,entourage/6,entourage/7,entourage/8,entourage/9,spellDamage,classes/0,classes/1,classes/2,multiClassGroup,playRequirements/REQ_STEALTHED_TARGET,playRequirements/REQ_TARGET_FOR_COMBO,playRequirements/REQ_FROZEN_TARGET,referencedTags/1,collectionText,playRequirements/REQ_MINION_SLOT_OR_MANA_CRYSTAL_SLOT,mechanics/2,mechanics/3,playRequirements/REQ_HERO_TARGET,playRequirements/REQ_LEGENDARY_TARGET,playRequirements/REQ_MUST_TARGET_TAUNTER,playRequirements/REQ_TARGET_IF_AVAILABE_AND_ELEMENTAL_PLAYED_LAST_TURN,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS,playRequirements/REQ_MINIMUM_TOTAL_MINIONS,playRequirements/REQ_WEAPON_EQUIPPED,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS,playRequirements/REQ_DAMAGED_TARGET,playRequirements/REQ_UNDAMAGED_TARGET,playRequirements/REQ_FRIENDLY_MINION_DIED_THIS_GAME,referencedTags/2
Alex Horley Orlandelli,9,NEUTRAL,true,9,2281,"You thought Executus turned you into Ragnaros, but really Ragnaros was in you the whole time.",7,BRM_027,Majordomo Executus,NEUTRAL,LEGENDARY,,BRM,"<b>Deathrattle:</b> Replace your hero with Ragnaros, the Firelord.",MINION,DEATHRATTLE,"Crafting unlocked in Molten Core, in the Blackrock Mountain adventure.",,"Unlocked in Molten Core, in the Blackrock Mountain adventure.",,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaemin Kim,,WARLOCK,true,4,2013,The shrapnel is waaaaay worse than the explosion.,,GVG_045,Imp-losion,WARLOCK,RARE,,GVG,Deal $2-$4 damage to a minion. Summon a 1/1 Imp for each damage dealt.,SPELL,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Mafayon,,WARLOCK,true,6,2632,A prime example of lose-lose negotiating.,,AT_025,Dark Bargain,WARLOCK,EPIC,,TGT,Destroy 2 random enemy minions. Discard 2 random cards.,SPELL,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Efrem Palacios,2,ROGUE,true,3,306,"He led the Stonemasons in the reconstruction of Stormwind, and when the nobles refused to pay, he founded the Defias Brotherhood to, well, <i>deconstruct</i> Stormwind.",2,EX1_613,Edwin VanCleef,ROGUE,LEGENDARY,,EXPERT1,<b>Combo:</b> Gain +2/+2 for each other card you've played this turn.,MINION,COMBO,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonboy Meyers,2,MAGE,true,4,2234,Bane of spellcasters and spelling bees everywhere.,5,GVG_122,Wee Spellstopper,MAGE,EPIC,,GVG,Adjacent minions can't be targeted by spells or Hero Powers.,MINION,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SHAMAN,true,,1066,,30,HERO_02,Thrall,SHAMAN,FREE,,CORE,,HERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Zanchetin,2,NEUTRAL,true,1,41261,She rules the emerald hive at the end of the yellow brick trail.,3,UNG_085,Emerald Hive Queen,NEUTRAL,EPIC,,UNGORO,Your minions cost (2) more.,MINION,AURA,,BEAST,,,,,,,,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgeniy Zagumennyy,,WARLOCK,true,0,38454,"Actually, C'Thun gives his full support for this ritual.",,OG_114,Forbidden Ritual,WARLOCK,RARE,,OG,Spend all your Mana. Summon that many 1/1 Tentacles.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Dixon,,WARLOCK,true,4,2628,* Not actually Jaraxxus' fist.,,AT_022,Fist of Jaraxxus,WARLOCK,RARE,,TGT,"When you play or discard this, deal $4 damage to a random enemy.",SPELL,InvisibleDeathrattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Cranford,1,NEUTRAL,true,2,1781,Arachnofauxbia: Fear of fake spiders.,2,FP1_002,Haunted Creeper,NEUTRAL,COMMON,,NAXX,<b>Deathrattle:</b> Summon two 1/1 Spectral Spiders.,MINION,DEATHRATTLE,"Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.",BEAST,"Unlocked in The Arachnid Quarter, in the Naxxramas adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Walpole,,WARLOCK,true,2,41872,Help save mana.  Donate blood today!,,UNG_832,Bloodbloom,WARLOCK,EPIC,,UNGORO,The next spell you cast this turn costs Health instead of Mana.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,UNG_999t10,UNG_999t2,UNG_999t3,UNG_999t4,UNG_999t5,UNG_999t6,UNG_999t7,UNG_999t8,UNG_999t13,UNG_999t14,,,,,,,,,,,,,,,,,,,,,,,,,
James Ryman,7,SHAMAN,true,8,41331,All that's missing is a little heart.,7,UNG_211,"Kalimos, Primal Lord",SHAMAN,LEGENDARY,,UNGORO,"[x]<b>Battlecry:</b> If you played an
Elemental last turn, cast an
Elemental Invocation.",MINION,BATTLECRY,,ELEMENTAL,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Zontini,5,WARRIOR,true,6,41404,"""It's an herbivore.  How dangerous can it be?""  - Famous last words",5,UNG_925,Ornery Direhorn,WARRIOR,COMMON,ADAPT,UNGORO,"<b>Taunt</b>
<b>Battlecry:</b> <b>Adapt</b>.",MINION,BATTLECRY,,BEAST,,,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Avon,3,MAGE,true,4,395,Don't summon a water elemental at a party.  It'll dampen the mood.,6,CS2_033,Water Elemental,MAGE,FREE,,CORE,<b>Freeze</b> any character damaged by this minion.,MINION,FREEZE,Unlocked at Level 49.,ELEMENTAL,Unlocked at Level 8.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raymond Swanland,,PRIEST,true,5,2999,MOM! DAD! DON'T TOUCH IT! IT'S EVIL!!!!!!,,LOE_111,Excavated Evil,PRIEST,RARE,,LOE,"Deal $3 damage to all minions.
Shuffle this card into your opponent's deck.",SPELL,,"Crafting unlocked in Uldaman, in the League of Explorers adventure.",,"Unlocked in Uldaman, in the League of Explorers adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Eastburn,1,NEUTRAL,true,4,700,All these guys ever do is talk about the Thunder King.   BOOOORRRINNG!,7,EX1_396,Mogu'shan Warden,NEUTRAL,COMMON,,EXPERT1,<b>Taunt</b>,MINION,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markus Erdt,,DRUID,true,4,381,"""Reforestation"" is suddenly a terrifying word.",,EX1_158,Soul of the Forest,DRUID,COMMON,DEATHRATTLE,EXPERT1,"Give your minions ""<b>Deathrattle:</b> Summon a 2/2 Treant.""",SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Staples,8,NEUTRAL,true,10,2512,Don't ask him about the beard.  JUST DON'T.,8,AT_120,Frost Giant,NEUTRAL,EPIC,,TGT,Costs (1) less for each time you used your Hero Power this game.,MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug Alexander,2,PALADIN,true,2,1022,"""I'm not saying you can dodge fireballs.  I'm saying with this shield, you won't have to.""",2,EX1_362,Argent Protector,PALADIN,COMMON,DIVINE_SHIELD,EXPERT1,<b>Battlecry:</b> Give a friendly minion <b>Divine Shield</b>.,MINION,BATTLECRY,,,,0,,,,Give <b>Divine Shield</b>.,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raymond Swanland,,WARRIOR,true,1,546,"""What is a better weapon? The sharp one your enemies expect, or the blunt one they ignore?"" - The Art of Warrior, Chapter 9",,EX1_410,Shield Slam,WARRIOR,EPIC,,EXPERT1,Deal 1 damage to a minion for each Armor you have.,SPELL,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoltan Boros,,WARLOCK,true,2,41871,The most terrifying of Un’goro magics is both silent… AND deadly.,,UNG_831,Corrupting Mist,WARLOCK,RARE,,UNGORO,Corrupt every minion. Destroy them at the start of your next turn.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgeniy Zaqumyenny,,MAGE,true,7,40411,"Wow, and I thought Arcane Missiles was great!",,CFM_623,Greater Arcane Missiles,MAGE,EPIC,,GANGS,Shoot three missiles at random enemies that deal $3 damage each.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Beck,4,ROGUE,true,2,1990,"When pirates say there is no ""Eye"" in ""team,"" they are very literal about it.",1,GVG_025,One-eyed Cheat,ROGUE,RARE,STEALTH,GVG,"Whenever you summon a Pirate, gain <b>Stealth</b>.",MINION,,,PIRATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Gibbons,8,NEUTRAL,true,5,41263,It's actually only the middle head that's bitter. The others are sweet and spicy.,8,UNG_087,Bittertide Hydra,NEUTRAL,EPIC,,UNGORO,"Whenever this minion takes damage, deal 3 damage to your hero.",MINION,,,BEAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Reynolds,3,NEUTRAL,true,6,2595,"Bolf keeps coming in 2nd at the Grand Tournament.  It might be his year this year, if Lebron doesn't enter.",9,AT_124,Bolf Ramshield,NEUTRAL,LEGENDARY,,TGT,"Whenever your hero takes damage, this minion takes it instead.",MINION,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Sass,6,NEUTRAL,true,6,40613,"The Hogchoppers, the terrors of Tanaris, can always be found at one tavern or another in Gadgetzan, refueling for totally real and legit adventures that they go on.",6,CFM_810,Leatherclad Hogleader,NEUTRAL,EPIC,CHARGE,GANGS,"<b>Battlecry:</b> If your opponent has 6 or more cards in hand, gain <b>Charge</b>.",MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Garner,7,NEUTRAL,true,7,2078,MARVEL AT HIS MIGHT!,7,GVG_110,Dr. Boom,NEUTRAL,LEGENDARY,,GVG,<b>Battlecry:</b> Summon two 1/1 Boom Bots. <i>WARNING: Bots may explode.</i>,MINION,BATTLECRY,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicola Saviori,1,NEUTRAL,true,2,41524,"Currently in an anger management class with Raging Worgen, Grommash Hellscream, and The Angry Chicken. It isn't helping.",1,UNG_818,Volatile Elemental,NEUTRAL,COMMON,,UNGORO,<b>Deathrattle:</b> Deal 3 damage to a random enemy minion.,MINION,DEATHRATTLE,,ELEMENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Kang,0,NEUTRAL,true,5,2958,Sometimes it feels like it's always the same slackers that are waiting for a summon.,6,LOE_086,Summoning Stone,NEUTRAL,RARE,,LOE,"Whenever you cast a spell, summon a random minion of the same Cost.",MINION,,"Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Dixon,3,NEUTRAL,true,5,38526,"""Annoyinger-o-Tron"" was just too unwieldy. And accurate.",4,OG_145,Psych-o-Tron,NEUTRAL,COMMON,,OG,"<b>Taunt</b>
<b>Divine Shield</b>",MINION,DIVINE_SHIELD,,MECHANICAL,,,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daarken,0,PRIEST,true,4,886,Spawn of the Light? Or Pawn of the Lights?,5,EX1_335,Lightspawn,PRIEST,COMMON,,EXPERT1,This minion's Attack is always equal to its Health.,MINION,,,ELEMENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Saunders,1,NEUTRAL,true,1,510,These are the brainy murlocs.  It turns out that doesn’t mean much.,1,EX1_508,Grimscale Oracle,NEUTRAL,FREE,,CORE,Your other Murlocs have +1 Attack.,MINION,,Unlocked at Warlock Level 53.,MURLOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Mancini,4,NEUTRAL,true,6,567,Harpies are not pleasant sounding.  That's the nicest I can put it.,5,EX1_033,Windfury Harpy,NEUTRAL,COMMON,,EXPERT1,<b>Windfury</b>,MINION,WINDFURY,,,,,,,,,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn Rane,5,WARLOCK,true,4,783,"Mannoroth, Magtheridon, and Brutallus may be dead, but it turns out there are a LOT of pit lords.",6,EX1_313,Pit Lord,WARLOCK,EPIC,,EXPERT1,<b>Battlecry:</b> Deal 5 damage to your hero.,MINION,BATTLECRY,,DEMON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Dixon,4,NEUTRAL,true,6,932,"He used to run the black market auction house, but there was just too much violence and he had to move.",4,EX1_095,Gadgetzan Auctioneer,NEUTRAL,RARE,,EXPERT1,"Whenever you cast a spell, draw a card.",MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Hayes,,PALADIN,true,3,2029,"""I'm bringing the guacamole!"" – One of the most successful (yet rare) Silver Hand rallying cries",,GVG_061,Muster for Battle,PALADIN,RARE,,GVG,Summon three 1/1 Silver Hand Recruits. Equip a 1/4 Weapon.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yewon Park,3,NEUTRAL,true,3,40492,Quit playing games with his heart. And his fingers. And foot. It's rude.,1,CFM_646,Backstreet Leper,NEUTRAL,COMMON,,GANGS,"[x]<b>Deathrattle:</b> Deal 2 damage
to the enemy hero.",MINION,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Zhang,,ROGUE,true,3,708,"When all else fails, nothing beats a swift whack upside the head.",,EX1_137,Headcrack,ROGUE,RARE,,EXPERT1,Deal $2 damage to the enemy hero. <b>Combo:</b> Return this to your hand next turn.,SPELL,COMBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Walpole,,HUNTER,true,2,896,"Not only does it reveal your enemies, but it's also great for parties!",,EX1_544,Flare,HUNTER,RARE,SECRET,EXPERT1,All minions lose <b>Stealth</b>. Destroy all enemy <b>Secrets</b>. Draw a card.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEALTH,,,,,,,,,,,,,,,,
Skan Srisuwan,1,NEUTRAL,true,2,2071,This card is the real thing.,2,GVG_103,Micro Machine,NEUTRAL,COMMON,,GVG,"At the start of each turn, gain +1 Attack.",MINION,,,MECHANICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn Rane,4,WARRIOR,true,8,338,"Grommash drank the tainted blood of Mannoroth, dooming the orcs to green skin and red eyes!  Maybe not his best decision.",9,EX1_414,Grommash Hellscream,WARRIOR,LEGENDARY,,EXPERT1,"<b>Charge</b>
<b>Enrage:</b> +6 Attack",MINION,CHARGE,,,,,,,ENRAGED,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Stapleton,2,NEUTRAL,true,4,40527,"""He's so cute!  I just want to squeeze him, then use him for Jade Golem parts!"" - Aya Blackpaw",3,CFM_715,Jade Spirit,NEUTRAL,COMMON,,GANGS,<b>Battlecry:</b> Summon a{1} {0} <b>Jade Golem</b>.,MINION,BATTLECRY,,,,,,,JADE_GOLEM,,,,,,,,,,,,,,,,,,,,,,,,,,,DRUID,ROGUE,SHAMAN,JADE_LOTUS,,,,,<b>Battlecry:</b> Summon a <b>Jade Golem</b>.,,,,,,,,,,,,,,,
Steve Tappin,,DRUID,true,2,503,"Never look a panther in the eye.  Or is it 'Always look a panther in the eye'?  Well, it's one of those.",,EX1_160,Power of the Wild,DRUID,COMMON,,EXPERT1,<b>Choose One -</b> Give your minions +1/+1; or Summon a 3/2 Panther.,SPELL,CHOOSE_ONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Pavelec,,PRIEST,true,2,1361,Double the trouble. Double the fun!,,CS2_236,Divine Spirit,PRIEST,FREE,,CORE,Double a minion's Health.,SPELL,,Unlocked at Level 28.,,Unlocked at Level 2.,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Prescott,8,NEUTRAL,true,6,2491,This champion has learned from the best.  Except for his target selection.,5,AT_088,Mogor's Champion,NEUTRAL,RARE,,TGT,50% chance to attack the wrong enemy.,MINION,FORGETFUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabor Szikszai,,MAGE,true,1,2572,Now with 100% more blast!,,AT_004,Arcane Blast,MAGE,EPIC,,TGT,Deal $2 damage to a minion. This spell gets double bonus from <b>Spell Damage</b>.,SPELL,RECEIVES_DOUBLE_SPELLDAMAGE_BONUS,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PRIEST,true,,813,,30,HERO_09,Anduin Wrynn,PRIEST,FREE,,CORE,,HERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Seaman,4,NEUTRAL,true,4,2046,The yetis of Chillwind Point are a source of both inspiration and savage beatings.,5,GVG_078,Mechanical Yeti,NEUTRAL,COMMON,,GVG,<b>Deathrattle:</b> Give each player a <b>Spare Part.</b>,MINION,DEATHRATTLE,,MECHANICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur Bozonnet,3,HUNTER,true,3,39492,She's practically GIVING your secrets away!,4,KAR_006,Cloaked Huntress,HUNTER,COMMON,SECRET,KARA,Your <b>Secrets</b> cost (0).,MINION,,"Crafting unlocked in the Parlor, in One Night in Karazhan.",,"Unlocked in the Parlor, in One Night in Karazhan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Horley Orlandelli,3,WARLOCK,true,9,777,"""TRIFLING GNOME! YOUR ARROGANCE WILL BE YOUR UNDOING!!!!""",15,EX1_323,Lord Jaraxxus,WARLOCK,LEGENDARY,,EXPERT1,<b>Battlecry:</b> Destroy your hero and replace it with Lord Jaraxxus.,MINION,BATTLECRY,,DEMON,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoltan Boros,,DRUID,true,3,40523,"Meditating under a jade blossom is said to grant you wisdom, unless you have a pollen allergy.",,CFM_713,Jade Blossom,DRUID,COMMON,JADE_GOLEM,GANGS,Summon a{1} {0} <b>Jade Golem</b>. Gain an empty Mana Crystal.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summon a <b>Jade Golem</b>. Gain an empty Mana Crystal.,0,,,,,,,,,,,,,,
Ariel Olivetti,,ROGUE,true,2,904,There is a high cost to Eviscerating your opponent:  It takes a long time to get blood stains out of leather armor.,,EX1_124,Eviscerate,ROGUE,COMMON,,EXPERT1,Deal $2 damage. <b>Combo:</b> Deal $4 damage instead.,SPELL,COMBO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Wright,,DRUID,true,5,86,Is the sky falling?  Yes.  Yes it is.,,NEW1_007,Starfall,DRUID,RARE,,EXPERT1,<b>Choose One -</b> Deal $5 damage to a minion; or $2 damage to all enemy minions.,SPELL,CHOOSE_ONE,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Ryman,7,WARLOCK,true,7,38464,"Even after all this time, Gul'dan still makes Cho'gall go get donuts and coffee.",7,OG_121,Cho'gall,WARLOCK,LEGENDARY,,OG,<b>Battlecry:</b> The next spell you cast this turn costs Health instead of Mana.,MINION,BATTLECRY,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chippy,,PALADIN,true,1,1373,Apparently with wisdom comes the knowledge that you should probably be attacking every turn.,,EX1_363,Blessing of Wisdom,PALADIN,COMMON,,EXPERT1,"Choose a minion. Whenever it attacks, draw a card.",SPELL,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Mancini,5,PRIEST,true,6,38922,"His whole job is yelling ""Yogg-Saron comin'!""",5,OG_316,Herald Volazj,PRIEST,LEGENDARY,,OG,<b>Battlecry:</b> Summon a 1/1 copy of each of your other minions.,MINION,BATTLECRY,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wei Wang,7,WARRIOR,true,10,2760,"Leader of the Alliance!  Father of Anduin!  Also he likes to play Arena, and he averages 12 wins.",7,AT_072,Varian Wrynn,WARRIOR,LEGENDARY,,TGT,"<b>Battlecry:</b> Draw 3 cards.
Put any minions you drew directly into the battlefield.",MINION,BATTLECRY,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Allsop,5,PRIEST,true,4,2551,What did you expect to happen?  He's a Spawn.  Of Shadows.,4,AT_012,Spawn of Shadows,PRIEST,RARE,,TGT,<b>Inspire:</b> Deal 4 damage to each hero.,MINION,INSPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Zhang,,ROGUE,true,7,630,Rogues are not good joggers.,,CS2_077,Sprint,ROGUE,FREE,,CORE,Draw 4 cards.,SPELL,,Unlocked at Level 49.,,Unlocked at Level 10.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Sass,5,NEUTRAL,true,5,40700,Did you know the Hogchoppers compete every year at the Mirage Raceway?  They do.  It's a real group.,5,CFM_688,Spiked Hogrider,NEUTRAL,RARE,CHARGE,GANGS,"<b>Battlecry:</b> If an enemy minion has <b>Taunt</b>, gain <b>Charge</b>.",MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAUNT,,,,,,,,,,,,,,,,
John Dickenson,2,NEUTRAL,true,2,985,"We are pretty excited about the upcoming release of Dire Wolf Beta, just repost this sign for a chance at a key.",2,EX1_162,Dire Wolf Alpha,NEUTRAL,COMMON,,EXPERT1,Adjacent minions have +1 Attack.,MINION,ADJACENT_BUFF,,BEAST,,,,,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Ellis,,MAGE,true,2,662,"It is customary to yell ""Chill out!"" or ""Freeze!"" or ""Ice ice, baby!"" when you play this card.",,CS2_024,Frostbolt,MAGE,FREE,,CORE,Deal $3 damage to a character and <b>Freeze</b> it.,SPELL,FREEZE,Unlocked at Level 40.,,Unlocked at Level 2.,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Phillippi,6,NEUTRAL,true,6,2073,The pinnacle of goblin engineering. Includes an espresso machine and foot massager.,4,GVG_105,Piloted Sky Golem,NEUTRAL,EPIC,,GVG,<b>Deathrattle:</b> Summon a random 4-Cost minion.,MINION,DEATHRATTLE,,MECHANICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Rahn,3,NEUTRAL,true,2,906,Oozes love Flamenco.  Don't ask.,2,EX1_066,Acidic Swamp Ooze,NEUTRAL,FREE,,CORE,<b>Battlecry:</b> Destroy your opponent's weapon.,MINION,BATTLECRY,Unlocked at Rogue Level 57.,,,,,,,,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Ryman,5,NEUTRAL,true,7,41138,Bet you can't eat just one murloc!,7,UNG_010,Sated Threshadon,NEUTRAL,COMMON,,UNGORO,<b>Deathrattle:</b> Summon three 1/1 Murlocs.,MINION,DEATHRATTLE,,BEAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Sook,4,PALADIN,true,4,847,"It Slices, it Dices. You can cut a tin can with it. (But you wouldn't want to.)",,CS2_097,Truesilver Champion,PALADIN,FREE,,CORE,"Whenever your hero attacks, restore 2 Health to it.",WEAPON,,Unlocked at Level 40.,,Unlocked at Level 2.,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Ryman,4,SHAMAN,true,5,38270,Stop! It's Twilight Hammer time.,,OG_031,Hammer of Twilight,SHAMAN,EPIC,,OG,<b>Deathrattle:</b> Summon a 4/2 Elemental.,WEAPON,DEATHRATTLE,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
